trial,ts,k,k1,b,macro_p,macro_r,macro_f1,micro_p,micro_r,micro_f1,run_path
68,2025-09-10T02:46:09,20,1.369466,0.3,0.612,0.027541827006181352,0.05201001623085064,0.612,0.022952295229522954,0.04424522845575478,sweeps/runsk20/run_trial68_k20_k11.3695_b0.3.txt
69,2025-09-10T02:46:33,20,1.448556,0.531599,0.609,0.02727310840918694,0.05150704775719091,0.609,0.02283978397839784,0.044028340080971666,sweeps/runsk20/run_trial69_k20_k11.4486_b0.5316.txt
70,2025-09-10T02:46:56,20,1.437739,0.3,0.613,0.027572691203712217,0.0520698964703716,0.613,0.02298979897989799,0.04431752458068248,sweeps/runsk20/run_trial70_k20_k11.4377_b0.3.txt
71,2025-09-10T02:47:19,20,1.089131,0.3,0.624,0.027995017986630732,0.05286267481582529,0.624,0.023402340234023402,0.045112781954887216,sweeps/runsk20/run_trial71_k20_k11.0891_b0.3.txt
72,2025-09-10T02:47:41,20,1.0,0.494839,0.623,0.02788055968162658,0.05265982391116238,0.623,0.023364836483648364,0.045040485829959516,sweeps/runsk20/run_trial72_k20_k11.0_b0.4948.txt
73,2025-09-10T02:48:02,20,1.386798,0.301072,0.613,0.027572691203712217,0.0520698964703716,0.613,0.02298979897989799,0.04431752458068248,sweeps/runsk20/run_trial73_k20_k11.3868_b0.3011.txt
74,2025-09-10T02:48:23,20,1.073261,0.395919,0.626,0.028060110769637766,0.052989120262987105,0.626,0.023477347734773477,0.04525737420474262,sweeps/runsk20/run_trial74_k20_k11.0733_b0.3959.txt
75,2025-09-10T02:48:45,20,1.12289,0.554779,0.609,0.027493168437000125,0.05188830703220086,0.609,0.02283978397839784,0.044028340080971666,sweeps/runsk20/run_trial75_k20_k11.1229_b0.5548.txt
76,2025-09-10T02:49:05,20,1.265897,0.3,0.619,0.027886043704309582,0.052651921822374693,0.619,0.023214821482148214,0.04475130133024869,sweeps/runsk20/run_trial76_k20_k11.2659_b0.3.txt
77,2025-09-10T02:49:26,20,1.207317,0.3,0.62,0.027922622603801885,0.052722354314695255,0.62,0.02325232523252325,0.0448235974551764,sweeps/runsk20/run_trial77_k20_k11.2073_b0.3.txt
78,2025-09-10T02:49:51,20,1.0,0.348196,0.623,0.02782582320899809,0.05255551121177781,0.623,0.023364836483648364,0.045040485829959516,sweeps/runsk20/run_trial78_k20_k11.0_b0.3482.txt
79,2025-09-10T02:50:13,20,1.344086,0.427358,0.616,0.027668479600833212,0.052257803809922745,0.616,0.0231023102310231,0.04453441295546559,sweeps/runsk20/run_trial79_k20_k11.3441_b0.4274.txt
80,2025-09-10T02:50:35,20,1.439015,0.3,0.613,0.027572691203712217,0.0520698964703716,0.613,0.02298979897989799,0.04431752458068248,sweeps/runsk20/run_trial80_k20_k11.439_b0.3.txt
